Id,SalePrice
2658,136869.7446803283
2718,158700.0170763405
2414,211955.043011185
1989,100848.37819098984
625,161760.55108694
333,92447.9514633622
1327,108508.92020169675
858,152918.18954673415
95,182989.5193083753
1568,163519.06332943228
2482,155556.47372243367
1364,120533.38432603452
2584,148044.5770536367
818,271413.5827482058
2673,155455.40768563293
2089,119756.26380931004
1297,136980.1056177725
790,117333.84317111468
2616,180763.93841977115
720,179134.53613116918
222,157693.01933253786
557,122116.28407773751
1148,195219.0881887237
2766,167620.31398120814
534,180971.6101843203
1452,122046.77845021679
630,118333.11981871747
2648,105961.0814248797
125,157410.518656156
1904,69233.35892735755
1670,112104.79403529361
756,99642.70748413469
717,191494.54006168002
1032,157145.8615597014
852,205053.82159767658
1731,170241.3042302749
2639,114661.30619850855
2071,91091.77713960076
1267,126954.98111333819
1851,196553.29856246448
567,154619.23212221987
2439,208431.7096523752
1898,150420.26824502685
647,163854.7887281928
2256,215877.1244021438
979,92281.8403443761
1444,221808.4238919917
2485,117007.1631214771
157,130314.00040253536
88,117019.16739343958
2003,109852.37731401417
186,192489.45030340203
1425,233327.75908075811
2695,130093.92469232724
738,101520.12809169172
395,159062.9205161659
1353,166678.99264503922
1878,138500.6723046956
390,150770.3345418626
1456,231117.0492959708
1103,333934.39693446143
1387,122410.3353219855
2070,143510.54000103922
1199,170526.65433019804
2479,175523.81112033335
501,306595.45249308593
2362,96981.93191305733
1718,190837.4109171192
2188,88155.29849317895
1483,148501.8044171546
2557,93193.55188459242
437,383925.8942548689
2224,201956.20389008333
1628,177649.69740447841
397,141161.3443546697
587,187672.9574334691
2182,798605.3513237453
971,135881.55635543124
2611,147353.64869962548
1887,109355.54144294522
2399,387551.8409147003
2148,199018.41173593374
304,108556.13338791687
1997,126558.5146502049
2817,113876.19966804987
1431,203499.96719168784
427,324131.70495532826
263,120114.5054624681
598,162766.57484250335
2895,229118.1601523948
687,144149.61230258027
1822,139797.73622676442
2191,102345.04325977298
179,118586.08090497891
1009,213615.90786120424
2010,133602.0571299716
1991,127836.50990158008
1411,163615.93491765708
1721,213871.4315561047
1144,190960.93438582766
593,224336.13538157652
575,340027.1799069972
1249,167160.3773788233
1604,122144.89171108813
1064,568325.3130347983
1923,152558.63611129957
1988,114730.01303452966
2325,174828.94792432975
114,206348.33277282154
2700,176213.38574122134
217,127299.22358948807
343,169060.4540786081
386,220846.11244583013
2005,112164.652441241
2908,144616.07254434167
1814,246030.00393782853
2446,616521.5242839502
208,125231.03950728492
1679,109260.36916772476
822,314445.6833220885
6,193061.53039720937
1781,422037.85703992494
2397,274693.0978095594
2340,326121.6819101924
1618,176206.82190601333
2843,144209.75122329252
1061,385536.1061736484
2786,134037.87412883926
1935,139466.32513683455
1341,110401.36008215201
521,270562.88178818335
2136,128698.85463818711
996,197221.6289923822
227,140526.57503979924
135,183433.56809552878
1167,157301.04506600127
294,240153.62175081242
1776,204568.19462848944
540,160134.9893910942
1717,189190.18299989877
2303,136668.40645022996
116,177736.5638128572
127,139502.57814003006
1371,138029.9473587361
1014,129539.75924204431
1507,108931.34438717057
702,115554.13664361203
750,141045.56258589518
261,154851.9686874646
1559,59579.59847918303
577,222990.27081520675
2812,202275.83134234813
2080,164463.98185945154
1368,103348.86545724992
2376,127303.57107854492
659,107594.11286087798
1235,136299.0509738595
332,79583.63163270989
1917,145688.16385567337
2094,263267.04091629403
1460,250610.69158391605
1471,215080.36159525008
1509,127796.71429213749
1922,136803.85041738042
433,549827.8750044245
460,243189.30459097336
1116,237718.3405817866
1137,161507.59758582292
53,164146.5819983447
2354,270486.4015909879
1475,195494.99946509505
1761,678684.2174943036
842,134560.91684255426
2739,167090.12293248088
2509,154174.28437352116
1007,206565.44435309217
2610,185874.38412177685
1952,87813.67387130925
2719,159065.83456753538
2921,89865.81540677493
1966,143982.6771499778
292,105383.19109894904
1204,175947.2172681972
1829,267865.2795890726
2419,186613.74115806777
391,146200.1887103777
798,112191.17435786495
481,197798.5325410424
193,192498.50083427105
555,119002.53556070606
899,72773.61897096763
2357,175793.81169026438
328,116466.2036865386
1356,109172.84040280998
1154,107447.30892802087
1730,169483.15309433243
2249,150563.99217301357
1119,274367.9075709714
2856,144826.90667119058
1394,134476.74514909612
2587,117977.39265524599
61,290181.8812524387
2661,166313.33669096313
2711,138097.45845874032
1147,178820.3934743639
757,120660.99460058258
2623,101935.31382766888
2378,134727.8485336511
1413,145721.44616069397
1722,209916.24048019171
1112,217651.84077074152
1623,195182.92894861964
1201,189396.6118516792
1513,116065.60228355008
957,287164.09146719857
1171,265169.2596818034
1145,194633.22032758864
2726,252323.85253619996
703,147037.5245361331
760,93503.92371925313
1964,152649.0645216479
2512,184112.52662335776
159,132221.3228253391
1281,160463.44168532582
468,190913.81147260818
290,115397.6463404058
665,95974.11516647707
1463,256428.59114448627
1792,229152.49613526638
923,152968.7248759976
500,251074.1677313205
1408,180689.22358129555
331,85466.99025599302
170,110267.561681237
2192,98946.60386817828
2571,321912.87759145116
2314,176759.77325542315
2647,92694.97455480133
422,440419.1857540951
2457,365424.8128976717
1838,188137.69211154513
2805,259243.0391933175
1645,157564.29901986395
1711,295972.1325318377
2825,249060.34628943622
322,329723.4041399411
2103,241660.11575850556
342,120514.3720936163
600,121140.34171562447
488,172981.24921410342
1725,301440.037646666
2246,280577.1590467601
2847,155693.07804460637
806,238184.7559696801
530,237882.316807629
963,195644.0179632616
2678,99404.96201119221
171,83701.83619135605
2401,447854.39480289555
805,222932.11295590925
2259,244211.1255121289
1748,190231.30465599027
1361,139974.9304887704
1677,109669.81465826162
1406,136078.663740596
2322,268719.6273845713
688,146850.8382415772
143,145059.7886566762
804,211077.6210309635
1214,149206.38577062296
2828,137221.8964279054
1999,139086.0165987688
2467,195992.15102743832
2665,143967.2687621106
1538,383633.8658711811
398,114920.33894573528
2822,140814.31690780408
2157,141165.55073305432
1856,196319.4519620692
1269,96296.5244907916
2570,117324.87898403847
2320,236779.21394045846
1517,130981.20007369482
2304,123010.08724867973
1312,97727.06626066101
2012,127341.54107926502
506,250306.88084023766
2865,225549.4884256922
2367,102034.1910480876
554,77767.29225316962
238,132788.6578306614
1954,122394.17269670712
2488,127824.37813049777
2291,80123.98963187712
1969,107299.44731838904
2725,155165.0440028751
1482,146692.55643650386
2763,198795.6866906638
503,250381.33372776568
1584,249297.61073410185
1531,130647.42615197033
2210,173002.86291003024
459,320521.25845863967
556,124608.97429415099
1347,122039.15761042439
1290,80709.417794266
1388,97938.68044082799
1571,206089.66460253677
2754,190324.54376382945
765,130291.66908870022
2494,131559.13621658692
2870,243070.8933427814
7,216656.92506416645
1114,240559.5204563472
2418,278766.5475130753
291,124414.87710823397
18,305877.86377140693
39,367607.5216122529
1001,246762.1054431943
2442,235263.7007907353
616,121002.0032505441
2680,76056.97316921607
1414,130521.1816296021
289,143264.5135046392
40,237035.00887495777
860,118595.82506796971
409,133476.64480405202
673,154417.45759572583
2427,170301.53340967972
2036,219177.4725262837
2564,141821.3321696599
642,149633.46335472635
1008,186856.79580861246
1908,131663.52879105322
2519,190426.7974359735
1369,88916.48178895352
2855,159680.76743763557
712,102971.01038360943
1943,111086.06419967316
1958,125139.74777042921
107,145969.60315767452
2295,195328.26091345094
704,95278.38211507954
676,140270.8600535186
259,177367.96747098575
93,284940.0235455222
106,245957.58253509717
2315,181314.95978098264
1050,110870.63525366141
1095,203451.97562284875
2709,144692.08486835353
758,118156.51680419127
1496,152685.66950201508
2370,121499.04648691304
2458,282098.95525695954
2733,131847.27814867778
161,263350.89167567994
726,143379.2856942492
845,207016.46240271514
947,252305.76545853107
2232,111440.94744612354
2563,156612.09557335236
2299,146891.88768361407
211,78036.49122966698
605,149224.84577036728
1478,197135.56873130501
2247,278299.65127841925
2274,188864.79771548935
2869,226341.9401536947
967,212342.4186353877
2656,125443.2236410083
667,177615.42275935467
1042,108069.38259913547
2023,147734.01025338605
2447,391222.31285805773
2055,127958.97225064308
2275,285378.84455267305
2204,176240.3172796251
1563,275743.1091128778
483,199406.32272499308
796,132489.12752407097
1526,165696.0867320948
2042,112253.75617022891
442,344774.84284937655
1693,319508.92430262355
1468,222222.22422234257
1430,196927.8549177276
2605,121632.12635690655
1529,210986.66717596704
335,149209.8589835059
1287,123632.15042557217
31,94394.98345080487
1785,293855.78383406566
82,152358.4939123683
2620,131696.73131268745
252,175889.05929500755
721,53148.582752759496
2165,176294.94061462494
2316,190590.92591418314
775,125455.71730284621
1558,71402.60741828397
17,245551.0382836509
1022,228614.2312613032
925,126329.7642558538
438,269133.66025289363
1270,127028.30672661286
1272,127105.77734895285
215,127118.72352245399
266,227268.09190699723
2402,286282.4653444033
1250,131658.73412519076
1984,109298.70513539104
1279,145380.68364416558
377,256387.00350493533
1252,99454.88680875434
2156,268131.9550759865
499,315131.97603297123
1374,134101.37472632306
2898,256774.8445362942
401,116283.20553037304
2721,142490.02274304192
2078,243754.4653321057
2589,136058.68358546708
1946,212939.2671523345
1334,122285.41453623252
2781,226062.47839406435
431,395636.48623077397
576,189826.4194953323
1474,207827.56814115203
2254,145921.6725043169
2155,285225.84086528857
885,93251.68244065148
643,141110.21855092977
1944,125149.40592780331
480,195444.70696906597
2845,98234.48827714616
2387,322424.2699663328
2407,196364.8661474757
2527,162098.52239408682
2514,157682.3096133054
629,124213.79871306683
80,211701.7530015328
1876,139695.46893562927
1546,126021.15954464668
2518,169916.08732042272
2347,159998.12642164872
783,247254.06606506804
1322,48659.722196673276
194,87905.61370134325
1770,289573.696553195
2143,128288.05433849797
1229,198922.67634415737
511,289555.90590799734
46,212415.25413417842
1348,137166.1213994505
2465,196193.44592780998
387,235541.59249011934
873,215333.18152644264
1918,126823.35572809908
2764,249867.32040393152
2184,132384.53599597453
934,138052.9253837846
1920,130545.6629291429
2631,133649.38173310878
1768,673997.3691913314
2040,119621.6407745004
1749,221961.1940507388
834,255380.85369425418
1457,230369.06979980797
79,114875.45493521015
2302,130659.4880082052
1817,150297.74778431933
2755,226760.71720888483
359,177350.00288376166
2059,114785.84909953312
2092,238208.1337963717
2516,230425.8083688797
150,119689.59323996094
1656,140775.93658032673
83,89642.56478284815
2411,175573.7777276181
795,77849.75270883436
2312,230446.53959522498
2917,99981.33040465217
1624,183907.48163601046
2215,317893.7100043185
1211,154709.6770539592
1485,148622.49734426063
1024,171426.37047718736
570,187750.97319381198
2874,141226.6820554522
700,114416.6325998554
2756,207393.53621676186
2022,180472.87494190625
583,226518.00710754676
2392,378079.91492328927
2424,182020.2304192533
212,99369.06811623575
736,128311.60233765293
1610,157708.93053216938
890,121010.39938664614
467,187538.8230434319
578,210238.57795420045
1747,194441.21863766568
1149,156475.1428095966
2758,255613.90195975834
857,142688.91691942405
2219,259018.14190985786
733,100876.32299447691
2909,115395.40791084793
1798,262742.0094072301
235,128261.14911911217
2366,124261.73601496944
1027,131688.80612670607
1195,140864.61519175657
1303,62805.734618636714
148,168205.80468911704
608,153346.8324802573
2515,207397.49232687816
821,253809.78886587746
2500,276119.3896315692
745,105718.32560805023
741,123300.74254159845
1611,105647.96028120721
2532,130791.71229977653
1081,221646.27705336167
1692,465548.4905061231
2520,164378.42475224176
276,104254.01241270103
1992,138735.5945743948
663,64517.731679507684
418,122511.35330074657
1733,193698.63410775262
2359,150340.88314167928
253,174993.16549030866
1518,200263.86164795852
2035,134038.72822902614
2919,80221.2195936998
1540,277277.28142519377
2120,141327.8145745218
1674,169372.55779626154
256,153679.26420984682
2361,106286.72692300614
978,80898.29453758689
2280,141537.4656446438
2095,222831.3441735471
1709,349226.6732750313
2801,265461.81969460094
1246,120439.21736058091
2373,99599.38493568567
1055,279982.2380506408
2017,123523.49983290701
1099,264291.4025269001
1344,83592.34187053468
835,188526.01132679847
1117,215449.7117439963
2043,87232.08744611076
2085,128534.22487008329
410,140067.69756399145
2650,114306.2162082308
2867,179210.21167075768
1668,117363.36336963631
1161,162825.3025331453
2122,178177.67777749605
2539,161298.83273163397
1047,135953.81713601018
1445,130526.31107855833
541,128258.08285942074
569,207969.8422984419
1276,116080.64221206315
918,148683.0799941482
326,162497.95424103696
1936,137124.53240116287
895,95652.65176685902
257,145151.25503078915
1241,180247.06020873264
1545,117336.31092826497
1189,178111.7506410058
270,141070.60166803858
2066,152409.58716693768
693,106348.37581477012
1259,118096.41128936372
2916,152336.36601809203
2321,282950.4929596292
1977,90588.18637277643
1895,145391.35823365394
1240,160132.79466479045
85,146418.02174197818
1823,115805.72380785621
825,299141.33117850986
110,232220.6569824599
697,117414.05492254562
2297,118866.24063924522
1231,135843.80238028234
1355,129427.84995885433
968,342196.9143564291
584,205110.90672586922
1315,121797.46015129422
1606,146340.99054098467
206,97722.93139489718
1685,359026.6438410337
2016,133433.65459040238
869,204322.3021051098
2135,125430.69700046563
2346,185934.86389739267
2430,223657.3507646949
2198,93767.1842234235
2652,121929.73117240737
27,111749.29292042501
241,163375.40932445985
906,118720.79539764917
1506,114225.53349967077
2098,369425.1925902722
1435,220495.5532752209
2213,123997.38755249203
1274,135859.3456874215
743,45813.07886745247
1737,195481.19512566057
2797,284875.0431217017
2185,71730.87247462843
58,168538.76468962908
830,195141.4464351067
808,116107.20397764021
680,143572.60118049083
1153,113452.95734974589
1291,125867.51191662611
1818,131140.22727879888
2161,179793.82473091193
1883,120368.41796870748
350,379943.70711037214
2473,140093.71996864903
295,180456.00043336427
293,175306.3526828267
859,129867.11116046223
288,74569.02112293994
1578,152966.1443981414
102,181900.3945598055
2831,131179.04948100378
1030,155914.58482211232
2551,154892.61915349326
1286,142206.96734284272
958,313975.23447777046
776,129543.51867632693
72,230159.63603126624
2263,248836.35343339766
1866,151310.67099256997
2876,77971.70356850057
2146,250289.70791544518
103,169866.12591500615
1500,134613.56553943505
492,181984.04199015623
167,141808.46748244856
2597,126682.92352824648
2685,111312.69098735819
1035,162744.05427706797
1220,77269.84329686039
2602,158418.09989123544
2159,208087.68753914596
695,125560.15427003248
1109,263871.8817884889
640,173569.82987061705
1652,149709.13299838972
2090,184144.06382484856
1188,169801.12546869955
2345,231459.69996955924
1059,447975.2271005377
